Date,Time,Date_Time,Groundwater_Level_ft,Atm_Pressure_ft,Temp_Celsius
9/22/2013,0:00:00,9/22/2013 0:00,4.93,2.63,21.83
9/22/2013,1:00:00,9/22/2013 1:00,4.92,2.64,21.58
9/22/2013,2:00:00,9/22/2013 2:00,4.93,2.64,21.38
9/22/2013,3:00:00,9/22/2013 3:00,4.92,2.64,21.11
9/22/2013,4:00:00,9/22/2013 4:00,4.92,2.64,20.85
9/22/2013,5:00:00,9/22/2013 5:00,4.92,2.65,20.6
9/22/2013,6:00:00,9/22/2013 6:00,4.92,2.67,20.46
9/22/2013,7:00:00,9/22/2013 7:00,4.92,2.68,20.27
9/22/2013,8:00:00,9/22/2013 8:00,4.91,2.7,20.39
9/22/2013,9:00:00,9/22/2013 9:00,4.91,2.71,21.07
9/22/2013,10:00:00,9/22/2013 10:00,4.91,2.72,21.83
9/22/2013,11:00:00,9/22/2013 11:00,4.9,2.71,22.64
9/22/2013,12:00:00,9/22/2013 12:00,4.9,2.7,23.52
9/22/2013,13:00:00,9/22/2013 13:00,4.9,2.7,24.39
9/22/2013,14:00:00,9/22/2013 14:00,4.89,2.69,25.21
9/22/2013,15:00:00,9/22/2013 15:00,4.89,2.69,25.88
9/22/2013,16:00:00,9/22/2013 16:00,4.88,2.7,26.3
9/22/2013,17:00:00,9/22/2013 17:00,4.88,2.7,26.37
9/22/2013,18:00:00,9/22/2013 18:00,4.88,2.72,26.01
9/22/2013,19:00:00,9/22/2013 19:00,4.88,2.73,25.27
9/22/2013,20:00:00,9/22/2013 20:00,4.87,2.74,24.58
9/22/2013,21:00:00,9/22/2013 21:00,4.88,2.74,24.01
9/22/2013,22:00:00,9/22/2013 22:00,4.88,2.75,23.45
9/22/2013,23:00:00,9/22/2013 23:00,4.88,2.75,22.99
9/23/2013,0:00:00,9/23/2013 0:00,4.88,2.74,22.57
9/23/2013,1:00:00,9/23/2013 1:00,4.88,2.74,22.18
9/23/2013,2:00:00,9/23/2013 2:00,4.88,2.73,21.73
9/23/2013,3:00:00,9/23/2013 3:00,4.87,2.72,21.13
9/23/2013,4:00:00,9/23/2013 4:00,4.87,2.72,20.75
9/23/2013,5:00:00,9/23/2013 5:00,4.87,2.73,20.45
9/23/2013,6:00:00,9/23/2013 6:00,4.87,2.74,20.17
9/23/2013,7:00:00,9/23/2013 7:00,4.87,2.75,19.91
9/23/2013,8:00:00,9/23/2013 8:00,4.87,2.76,20.12
9/23/2013,9:00:00,9/23/2013 9:00,4.87,2.76,20.92
9/23/2013,10:00:00,9/23/2013 10:00,4.87,2.75,21.79
9/23/2013,11:00:00,9/23/2013 11:00,4.86,2.73,22.7
9/23/2013,12:00:00,9/23/2013 12:00,4.86,2.71,23.65
9/23/2013,13:00:00,9/23/2013 13:00,4.86,2.69,24.65
9/23/2013,14:00:00,9/23/2013 14:00,4.86,2.67,25.61
9/23/2013,15:00:00,9/23/2013 15:00,4.86,2.66,26.4
9/23/2013,16:00:00,9/23/2013 16:00,4.85,2.66,26.89
9/23/2013,17:00:00,9/23/2013 17:00,4.85,2.66,27
9/23/2013,18:00:00,9/23/2013 18:00,4.85,2.68,26.75
9/23/2013,19:00:00,9/23/2013 19:00,4.85,2.68,26.15
9/23/2013,20:00:00,9/23/2013 20:00,4.86,2.7,25.47
9/23/2013,21:00:00,9/23/2013 21:00,4.86,2.7,24.87
9/23/2013,22:00:00,9/23/2013 22:00,4.86,2.7,24.33
9/23/2013,23:00:00,9/23/2013 23:00,4.86,2.69,23.84
9/24/2013,0:00:00,9/24/2013 0:00,4.87,2.69,23.4
9/24/2013,1:00:00,9/24/2013 1:00,4.87,2.68,22.94
9/24/2013,2:00:00,9/24/2013 2:00,4.87,2.67,22.5
9/24/2013,3:00:00,9/24/2013 3:00,4.88,2.68,22.18
9/24/2013,4:00:00,9/24/2013 4:00,4.88,2.68,21.91
9/24/2013,5:00:00,9/24/2013 5:00,4.88,2.7,21.24
9/24/2013,6:00:00,9/24/2013 6:00,4.89,2.7,20.91
9/24/2013,7:00:00,9/24/2013 7:00,4.89,2.72,20.7
9/24/2013,8:00:00,9/24/2013 8:00,4.89,2.71,20.97
9/24/2013,9:00:00,9/24/2013 9:00,4.88,2.73,21.75
9/24/2013,10:00:00,9/24/2013 10:00,4.9,2.74,22.46
9/24/2013,11:00:00,9/24/2013 11:00,4.89,2.73,23.17
9/24/2013,12:00:00,9/24/2013 12:00,4.89,2.73,23.96
9/24/2013,13:00:00,9/24/2013 13:00,4.9,2.69,24.76
9/24/2013,14:00:00,9/24/2013 14:00,4.89,2.68,25.54
9/24/2013,15:00:00,9/24/2013 15:00,4.9,2.69,26.18
9/24/2013,16:00:00,9/24/2013 16:00,4.9,2.69,26.54
9/24/2013,17:00:00,9/24/2013 17:00,4.91,2.68,26.58
9/24/2013,18:00:00,9/24/2013 18:00,4.91,2.67,26.05
9/24/2013,19:00:00,9/24/2013 19:00,4.92,2.67,25.21
9/24/2013,20:00:00,9/24/2013 20:00,4.92,2.67,24.6
9/24/2013,21:00:00,9/24/2013 21:00,4.93,2.67,23.96
9/24/2013,22:00:00,9/24/2013 22:00,4.93,2.67,23.42
9/24/2013,23:00:00,9/24/2013 23:00,4.93,2.66,22.88
9/25/2013,0:00:00,9/25/2013 0:00,4.94,2.66,22.37
9/25/2013,1:00:00,9/25/2013 1:00,4.94,2.66,21.79
9/25/2013,2:00:00,9/25/2013 2:00,4.96,2.65,21.26
9/25/2013,3:00:00,9/25/2013 3:00,4.96,2.64,20.79
9/25/2013,4:00:00,9/25/2013 4:00,4.96,2.63,20.49
9/25/2013,5:00:00,9/25/2013 5:00,4.96,2.64,20
9/25/2013,6:00:00,9/25/2013 6:00,4.97,2.65,19.59
9/25/2013,7:00:00,9/25/2013 7:00,4.98,2.66,19.29
9/25/2013,8:00:00,9/25/2013 8:00,4.98,2.66,19.52
9/25/2013,9:00:00,9/25/2013 9:00,4.98,2.66,20.37
9/25/2013,10:00:00,9/25/2013 10:00,4.99,2.65,21.27
9/25/2013,11:00:00,9/25/2013 11:00,4.99,2.65,22.12
9/25/2013,12:00:00,9/25/2013 12:00,4.99,2.63,22.95
9/25/2013,13:00:00,9/25/2013 13:00,4.99,2.62,23.79
9/25/2013,14:00:00,9/25/2013 14:00,4.99,2.6,24.54
9/25/2013,15:00:00,9/25/2013 15:00,4.99,2.59,25.13
9/25/2013,16:00:00,9/25/2013 16:00,5,2.58,25.47
9/25/2013,17:00:00,9/25/2013 17:00,5,2.57,25.52
9/25/2013,18:00:00,9/25/2013 18:00,5.01,2.56,24.97
9/25/2013,19:00:00,9/25/2013 19:00,5.01,2.56,24.13
9/25/2013,20:00:00,9/25/2013 20:00,5.03,2.56,23.37
9/25/2013,21:00:00,9/25/2013 21:00,5.03,2.57,22.71
9/25/2013,22:00:00,9/25/2013 22:00,5.03,2.57,22.15
9/25/2013,23:00:00,9/25/2013 23:00,5.04,2.56,21.51
9/26/2013,0:00:00,9/26/2013 0:00,5.04,2.55,21.06
9/26/2013,1:00:00,9/26/2013 1:00,5.05,2.56,20.44
9/26/2013,2:00:00,9/26/2013 2:00,5.05,2.57,19.94
9/26/2013,3:00:00,9/26/2013 3:00,5.06,2.57,19.48
9/26/2013,4:00:00,9/26/2013 4:00,5.06,2.58,19.1
9/26/2013,5:00:00,9/26/2013 5:00,5.07,2.59,18.62
9/26/2013,6:00:00,9/26/2013 6:00,5.08,2.6,18.23
9/26/2013,7:00:00,9/26/2013 7:00,5.08,2.62,17.96
9/26/2013,8:00:00,9/26/2013 8:00,5.09,2.63,18.14
9/26/2013,9:00:00,9/26/2013 9:00,5.09,2.65,19.05
9/26/2013,10:00:00,9/26/2013 10:00,5.1,2.65,20.05
9/26/2013,11:00:00,9/26/2013 11:00,5.1,2.63,21
9/26/2013,12:00:00,9/26/2013 12:00,5.1,2.62,21.95
9/26/2013,13:00:00,9/26/2013 13:00,5.1,2.62,22.91
9/26/2013,14:00:00,9/26/2013 14:00,5.1,2.6,23.77
9/26/2013,15:00:00,9/26/2013 15:00,5.1,2.6,24.5
9/26/2013,16:00:00,9/26/2013 16:00,5.1,2.61,24.97
9/26/2013,17:00:00,9/26/2013 17:00,5.11,2.62,25.09
9/26/2013,18:00:00,9/26/2013 18:00,5.11,2.64,24.7
9/26/2013,19:00:00,9/26/2013 19:00,5.12,2.66,23.89
9/26/2013,20:00:00,9/26/2013 20:00,5.12,2.69,23.09
9/26/2013,21:00:00,9/26/2013 21:00,5.13,2.71,22.38
9/26/2013,22:00:00,9/26/2013 22:00,5.13,2.72,21.77
9/26/2013,23:00:00,9/26/2013 23:00,5.14,2.72,21.21
9/27/2013,0:00:00,9/27/2013 0:00,5.14,2.73,20.61
9/27/2013,1:00:00,9/27/2013 1:00,5.14,2.75,20.06
9/27/2013,2:00:00,9/27/2013 2:00,5.16,2.75,19.6
9/27/2013,3:00:00,9/27/2013 3:00,5.16,2.75,18.98
9/27/2013,4:00:00,9/27/2013 4:00,5.17,2.76,18.42
9/27/2013,5:00:00,9/27/2013 5:00,5.17,2.78,17.97
9/27/2013,6:00:00,9/27/2013 6:00,5.18,2.8,17.53
9/27/2013,7:00:00,9/27/2013 7:00,5.18,2.82,17.29
9/27/2013,8:00:00,9/27/2013 8:00,5.19,2.82,17.44
9/27/2013,9:00:00,9/27/2013 9:00,5.19,2.83,18.38
9/27/2013,10:00:00,9/27/2013 10:00,5.19,2.84,19.4
9/27/2013,11:00:00,9/27/2013 11:00,5.19,2.83,20.41
9/27/2013,12:00:00,9/27/2013 12:00,5.2,2.82,21.4
9/27/2013,13:00:00,9/27/2013 13:00,5.2,2.78,22.42
9/27/2013,14:00:00,9/27/2013 14:00,5.2,2.77,23.38
9/27/2013,15:00:00,9/27/2013 15:00,5.19,2.76,24.2
9/27/2013,16:00:00,9/27/2013 16:00,5.2,2.76,24.76
9/27/2013,17:00:00,9/27/2013 17:00,5.2,2.77,24.94
9/27/2013,18:00:00,9/27/2013 18:00,5.2,2.78,24.67
9/27/2013,19:00:00,9/27/2013 19:00,5.21,2.79,23.96
9/27/2013,20:00:00,9/27/2013 20:00,5.21,2.81,23.2
9/27/2013,21:00:00,9/27/2013 21:00,5.22,2.81,22.52
9/27/2013,22:00:00,9/27/2013 22:00,5.22,2.81,21.93
9/27/2013,23:00:00,9/27/2013 23:00,5.22,2.81,21.41
9/28/2013,0:00:00,9/28/2013 0:00,5.23,2.81,20.86
9/28/2013,1:00:00,9/28/2013 1:00,5.23,2.81,20.44
9/28/2013,2:00:00,9/28/2013 2:00,5.24,2.79,20.01
9/28/2013,3:00:00,9/28/2013 3:00,5.24,2.78,19.52
9/28/2013,4:00:00,9/28/2013 4:00,5.25,2.78,19.17
9/28/2013,5:00:00,9/28/2013 5:00,5.25,2.79,18.58
9/28/2013,6:00:00,9/28/2013 6:00,5.25,2.8,18.04
9/28/2013,7:00:00,9/28/2013 7:00,5.26,2.82,17.66
9/28/2013,8:00:00,9/28/2013 8:00,5.26,2.82,17.86
9/28/2013,9:00:00,9/28/2013 9:00,5.27,2.82,18.79
9/28/2013,10:00:00,9/28/2013 10:00,5.27,2.81,19.75
9/28/2013,11:00:00,9/28/2013 11:00,5.27,2.8,20.73
9/28/2013,12:00:00,9/28/2013 12:00,5.27,2.78,21.74
9/28/2013,13:00:00,9/28/2013 13:00,5.27,2.75,22.8
9/28/2013,14:00:00,9/28/2013 14:00,5.26,2.74,23.81
9/28/2013,15:00:00,9/28/2013 15:00,5.27,2.73,24.65
9/28/2013,16:00:00,9/28/2013 16:00,5.27,2.73,25.2
9/28/2013,17:00:00,9/28/2013 17:00,5.26,2.75,25.37
9/28/2013,18:00:00,9/28/2013 18:00,5.28,2.76,25.09
9/28/2013,19:00:00,9/28/2013 19:00,5.27,2.79,24.43
9/28/2013,20:00:00,9/28/2013 20:00,5.28,2.83,23.74
9/28/2013,21:00:00,9/28/2013 21:00,5.29,2.84,23.18
9/28/2013,22:00:00,9/28/2013 22:00,5.3,2.83,22.69
9/28/2013,23:00:00,9/28/2013 23:00,5.31,2.83,22.16
9/29/2013,0:00:00,9/29/2013 0:00,5.29,2.82,21.74
9/29/2013,1:00:00,9/29/2013 1:00,5.3,2.85,21.26
9/29/2013,2:00:00,9/29/2013 2:00,5.31,2.85,20.91
9/29/2013,3:00:00,9/29/2013 3:00,5.32,2.82,20.57
9/29/2013,4:00:00,9/29/2013 4:00,5.31,2.82,20.24
9/29/2013,5:00:00,9/29/2013 5:00,5.3,2.83,19.85
9/29/2013,6:00:00,9/29/2013 6:00,5.33,2.84,19.45
9/29/2013,7:00:00,9/29/2013 7:00,5.33,2.85,19.06
9/29/2013,8:00:00,9/29/2013 8:00,5.33,2.84,19.35
9/29/2013,9:00:00,9/29/2013 9:00,5.33,2.86,19.99
9/29/2013,10:00:00,9/29/2013 10:00,5.33,2.84,20.61
9/29/2013,11:00:00,9/29/2013 11:00,5.33,2.84,21.3
9/29/2013,12:00:00,9/29/2013 12:00,5.33,2.83,22.13
9/29/2013,13:00:00,9/29/2013 13:00,5.33,2.81,23.05
9/29/2013,14:00:00,9/29/2013 14:00,5.33,2.8,23.93
9/29/2013,15:00:00,9/29/2013 15:00,5.33,2.79,24.69
9/29/2013,16:00:00,9/29/2013 16:00,5.33,2.79,25.2
9/29/2013,17:00:00,9/29/2013 17:00,5.33,2.8,25.35
9/29/2013,18:00:00,9/29/2013 18:00,5.34,2.8,25.14
9/29/2013,19:00:00,9/29/2013 19:00,5.34,2.82,24.58
9/29/2013,20:00:00,9/29/2013 20:00,5.34,2.85,23.96
9/29/2013,21:00:00,9/29/2013 21:00,5.35,2.84,23.39
9/29/2013,22:00:00,9/29/2013 22:00,5.35,2.83,22.88
9/29/2013,23:00:00,9/29/2013 23:00,5.36,2.83,22.41
9/30/2013,0:00:00,9/30/2013 0:00,5.36,2.82,22
9/30/2013,1:00:00,9/30/2013 1:00,5.37,2.81,21.57
9/30/2013,2:00:00,9/30/2013 2:00,5.37,2.8,21.25
9/30/2013,3:00:00,9/30/2013 3:00,5.38,2.8,20.99
9/30/2013,4:00:00,9/30/2013 4:00,5.38,2.79,20.82
9/30/2013,5:00:00,9/30/2013 5:00,5.38,2.79,20.71
9/30/2013,6:00:00,9/30/2013 6:00,5.38,2.79,20.53
9/30/2013,7:00:00,9/30/2013 7:00,5.38,2.8,20.42
9/30/2013,8:00:00,9/30/2013 8:00,5.39,2.81,20.61
9/30/2013,9:00:00,9/30/2013 9:00,5.38,2.81,21.09
9/30/2013,10:00:00,9/30/2013 10:00,5.39,2.81,21.63
9/30/2013,11:00:00,9/30/2013 11:00,5.39,2.8,22.3
9/30/2013,12:00:00,9/30/2013 12:00,5.39,2.78,23.12
9/30/2013,13:00:00,9/30/2013 13:00,5.39,2.77,23.88
9/30/2013,14:00:00,9/30/2013 14:00,5.39,2.76,24.46
9/30/2013,15:00:00,9/30/2013 15:00,5.39,2.74,24.87
9/30/2013,16:00:00,9/30/2013 16:00,5.39,2.72,25.23
9/30/2013,17:00:00,9/30/2013 17:00,5.39,2.71,25.34
9/30/2013,18:00:00,9/30/2013 18:00,5.39,2.71,25.13
9/30/2013,19:00:00,9/30/2013 19:00,5.39,2.72,24.59
9/30/2013,20:00:00,9/30/2013 20:00,5.4,2.73,24.08
9/30/2013,21:00:00,9/30/2013 21:00,5.41,2.74,23.53
9/30/2013,22:00:00,9/30/2013 22:00,5.41,2.73,23.01
9/30/2013,23:00:00,9/30/2013 23:00,5.41,2.73,22.52
10/1/2013,0:00:00,10/1/2013 0:00,5.41,2.73,22.06
10/1/2013,1:00:00,10/1/2013 1:00,5.42,2.73,21.56
10/1/2013,2:00:00,10/1/2013 2:00,5.42,2.73,21.13
10/1/2013,3:00:00,10/1/2013 3:00,5.43,2.73,20.66
10/1/2013,4:00:00,10/1/2013 4:00,5.43,2.73,20.44
10/1/2013,5:00:00,10/1/2013 5:00,5.43,2.73,20.1
10/1/2013,6:00:00,10/1/2013 6:00,5.44,2.74,19.5
10/1/2013,7:00:00,10/1/2013 7:00,5.44,2.75,19.03
10/1/2013,8:00:00,10/1/2013 8:00,5.44,2.74,19.08
10/1/2013,9:00:00,10/1/2013 9:00,5.44,2.74,19.77
10/1/2013,10:00:00,10/1/2013 10:00,5.44,2.74,20.57
10/1/2013,11:00:00,10/1/2013 11:00,5.44,2.74,21.37
10/1/2013,12:00:00,10/1/2013 12:00,5.44,2.72,22.18
10/1/2013,13:00:00,10/1/2013 13:00,5.44,2.7,23.04
10/1/2013,14:00:00,10/1/2013 14:00,5.43,2.69,23.87
10/1/2013,15:00:00,10/1/2013 15:00,5.43,2.68,24.56
10/1/2013,16:00:00,10/1/2013 16:00,5.43,2.67,24.97
10/1/2013,17:00:00,10/1/2013 17:00,5.44,2.66,25.06
10/1/2013,18:00:00,10/1/2013 18:00,5.44,2.65,24.66
10/1/2013,19:00:00,10/1/2013 19:00,5.44,2.67,23.93
10/1/2013,20:00:00,10/1/2013 20:00,5.44,2.67,23.24
10/1/2013,21:00:00,10/1/2013 21:00,5.45,2.67,22.61
10/1/2013,22:00:00,10/1/2013 22:00,5.45,2.68,22.07
10/1/2013,23:00:00,10/1/2013 23:00,5.45,2.67,21.57
10/2/2013,0:00:00,10/2/2013 0:00,5.45,2.67,21.03
10/2/2013,1:00:00,10/2/2013 1:00,5.46,2.67,20.65
10/2/2013,2:00:00,10/2/2013 2:00,5.46,2.66,20.21
10/2/2013,3:00:00,10/2/2013 3:00,5.47,2.67,19.85
10/2/2013,4:00:00,10/2/2013 4:00,5.47,2.67,19.43
10/2/2013,5:00:00,10/2/2013 5:00,5.47,2.68,18.85
10/2/2013,6:00:00,10/2/2013 6:00,5.47,2.69,18.44
10/2/2013,7:00:00,10/2/2013 7:00,5.47,2.7,18.23
10/2/2013,8:00:00,10/2/2013 8:00,5.48,2.73,18.4
10/2/2013,9:00:00,10/2/2013 9:00,5.48,2.73,18.99
10/2/2013,10:00:00,10/2/2013 10:00,5.48,2.73,19.86
10/2/2013,11:00:00,10/2/2013 11:00,5.48,2.71,20.78
10/2/2013,12:00:00,10/2/2013 12:00,5.47,2.7,21.73
10/2/2013,13:00:00,10/2/2013 13:00,5.48,2.67,22.69
10/2/2013,14:00:00,10/2/2013 14:00,5.47,2.67,23.59
10/2/2013,15:00:00,10/2/2013 15:00,5.46,2.68,24.32
10/2/2013,16:00:00,10/2/2013 16:00,5.47,2.69,24.78
10/2/2013,17:00:00,10/2/2013 17:00,5.47,2.7,24.87
10/2/2013,18:00:00,10/2/2013 18:00,5.47,2.71,24.33
10/2/2013,19:00:00,10/2/2013 19:00,5.47,2.71,23.49
10/2/2013,20:00:00,10/2/2013 20:00,5.47,2.73,22.73
10/2/2013,21:00:00,10/2/2013 21:00,5.48,2.74,22.02
10/2/2013,22:00:00,10/2/2013 22:00,5.49,2.74,21.38
10/2/2013,23:00:00,10/2/2013 23:00,5.48,2.74,20.76
10/3/2013,0:00:00,10/3/2013 0:00,5.49,2.75,20.26
10/3/2013,1:00:00,10/3/2013 1:00,5.49,2.77,19.81
10/3/2013,2:00:00,10/3/2013 2:00,5.49,2.76,19.29
10/3/2013,3:00:00,10/3/2013 3:00,5.5,2.76,18.8
10/3/2013,4:00:00,10/3/2013 4:00,5.5,2.76,18.28
10/3/2013,5:00:00,10/3/2013 5:00,5.5,2.76,17.69
10/3/2013,6:00:00,10/3/2013 6:00,5.51,2.78,17.29
10/3/2013,7:00:00,10/3/2013 7:00,5.5,2.79,16.97
10/3/2013,8:00:00,10/3/2013 8:00,5.51,2.8,17.07
10/3/2013,9:00:00,10/3/2013 9:00,5.51,2.8,17.93
10/3/2013,10:00:00,10/3/2013 10:00,5.51,2.79,18.94
10/3/2013,11:00:00,10/3/2013 11:00,5.51,2.77,19.9
10/3/2013,12:00:00,10/3/2013 12:00,5.51,2.74,20.85
10/3/2013,13:00:00,10/3/2013 13:00,5.51,2.71,21.79
10/3/2013,14:00:00,10/3/2013 14:00,5.5,2.7,22.67
10/3/2013,15:00:00,10/3/2013 15:00,5.5,2.68,23.38
10/3/2013,16:00:00,10/3/2013 16:00,5.5,2.67,23.81
10/3/2013,17:00:00,10/3/2013 17:00,5.49,2.68,23.91
10/3/2013,18:00:00,10/3/2013 18:00,5.5,2.68,23.53
10/3/2013,19:00:00,10/3/2013 19:00,5.5,2.68,22.77
10/3/2013,20:00:00,10/3/2013 20:00,5.5,2.68,22.14
10/3/2013,21:00:00,10/3/2013 21:00,5.51,2.68,21.65
10/3/2013,22:00:00,10/3/2013 22:00,5.51,2.69,21.28
10/3/2013,23:00:00,10/3/2013 23:00,5.52,2.68,20.95
10/4/2013,0:00:00,10/4/2013 0:00,5.51,2.69,20.69
10/4/2013,1:00:00,10/4/2013 1:00,5.52,2.7,20.35
10/4/2013,2:00:00,10/4/2013 2:00,5.52,2.71,20.01
10/4/2013,3:00:00,10/4/2013 3:00,5.52,2.71,19.64
10/4/2013,4:00:00,10/4/2013 4:00,5.52,2.73,19.4
10/4/2013,5:00:00,10/4/2013 5:00,5.52,2.74,19.05
10/4/2013,6:00:00,10/4/2013 6:00,5.53,2.76,18.71
10/4/2013,7:00:00,10/4/2013 7:00,5.53,2.78,18.41
10/4/2013,8:00:00,10/4/2013 8:00,5.53,2.81,18.62
10/4/2013,9:00:00,10/4/2013 9:00,5.53,2.82,19.27
10/4/2013,10:00:00,10/4/2013 10:00,5.53,2.83,19.98
10/4/2013,11:00:00,10/4/2013 11:00,5.53,2.83,20.74
10/4/2013,12:00:00,10/4/2013 12:00,5.52,2.82,21.57
10/4/2013,13:00:00,10/4/2013 13:00,5.52,2.8,22.45
10/4/2013,14:00:00,10/4/2013 14:00,5.51,2.78,23.3
10/4/2013,15:00:00,10/4/2013 15:00,5.51,2.78,24.01
10/4/2013,16:00:00,10/4/2013 16:00,5.51,2.78,24.47
10/4/2013,17:00:00,10/4/2013 17:00,5.51,2.78,24.58
10/4/2013,18:00:00,10/4/2013 18:00,5.51,2.79,24.32
10/4/2013,19:00:00,10/4/2013 19:00,5.52,2.81,23.75
10/4/2013,20:00:00,10/4/2013 20:00,5.52,2.82,23.14
10/4/2013,21:00:00,10/4/2013 21:00,5.52,2.83,22.64
10/4/2013,22:00:00,10/4/2013 22:00,5.52,2.85,22.03
10/4/2013,23:00:00,10/4/2013 23:00,5.52,2.85,21.37
10/5/2013,0:00:00,10/5/2013 0:00,5.52,2.86,20.79
10/5/2013,1:00:00,10/5/2013 1:00,5.53,2.87,20.23
10/5/2013,2:00:00,10/5/2013 2:00,5.54,2.88,19.66
10/5/2013,3:00:00,10/5/2013 3:00,5.53,2.89,19.11
10/5/2013,4:00:00,10/5/2013 4:00,5.54,2.9,18.66
10/5/2013,5:00:00,10/5/2013 5:00,5.54,2.91,18.19
10/5/2013,6:00:00,10/5/2013 6:00,5.54,2.92,17.75
10/5/2013,7:00:00,10/5/2013 7:00,5.54,2.94,17.32
10/5/2013,8:00:00,10/5/2013 8:00,5.55,2.95,17.33
10/5/2013,9:00:00,10/5/2013 9:00,5.55,2.95,18.17
10/5/2013,10:00:00,10/5/2013 10:00,5.55,2.95,19.15
10/5/2013,11:00:00,10/5/2013 11:00,5.54,2.93,20.13
10/5/2013,12:00:00,10/5/2013 12:00,5.54,2.91,21.14
10/5/2013,13:00:00,10/5/2013 13:00,5.54,2.89,22.19
10/5/2013,14:00:00,10/5/2013 14:00,5.53,2.88,23.19
10/5/2013,15:00:00,10/5/2013 15:00,5.52,2.86,24.04
10/5/2013,16:00:00,10/5/2013 16:00,5.52,2.86,24.61
10/5/2013,17:00:00,10/5/2013 17:00,5.52,2.85,24.79
10/5/2013,18:00:00,10/5/2013 18:00,5.52,2.86,24.62
10/5/2013,19:00:00,10/5/2013 19:00,5.52,2.86,24.06
10/5/2013,20:00:00,10/5/2013 20:00,5.53,2.87,23.3
10/5/2013,21:00:00,10/5/2013 21:00,5.53,2.88,22.59
10/5/2013,22:00:00,10/5/2013 22:00,5.53,2.88,21.93
10/5/2013,23:00:00,10/5/2013 23:00,5.54,2.87,21.24
10/6/2013,0:00:00,10/6/2013 0:00,5.54,2.88,20.63
10/6/2013,1:00:00,10/6/2013 1:00,5.54,2.87,19.97
10/6/2013,2:00:00,10/6/2013 2:00,5.55,2.86,19.48
10/6/2013,3:00:00,10/6/2013 3:00,5.55,2.85,18.84
10/6/2013,4:00:00,10/6/2013 4:00,5.55,2.84,18.3
10/6/2013,5:00:00,10/6/2013 5:00,5.55,2.85,17.97
10/6/2013,6:00:00,10/6/2013 6:00,5.55,2.85,17.59
10/6/2013,7:00:00,10/6/2013 7:00,5.55,2.86,17
10/6/2013,8:00:00,10/6/2013 8:00,5.55,2.87,17.07
10/6/2013,9:00:00,10/6/2013 9:00,5.55,2.86,17.88
10/6/2013,10:00:00,10/6/2013 10:00,5.55,2.84,18.83
10/6/2013,11:00:00,10/6/2013 11:00,5.55,2.82,19.83
10/6/2013,12:00:00,10/6/2013 12:00,5.55,2.81,20.8
10/6/2013,13:00:00,10/6/2013 13:00,5.54,2.77,21.79
10/6/2013,14:00:00,10/6/2013 14:00,5.54,2.76,22.73
10/6/2013,15:00:00,10/6/2013 15:00,5.53,2.75,23.53
10/6/2013,16:00:00,10/6/2013 16:00,5.52,2.74,24.04
10/6/2013,17:00:00,10/6/2013 17:00,5.52,2.74,24.23
10/6/2013,18:00:00,10/6/2013 18:00,5.52,2.74,24.14
10/6/2013,19:00:00,10/6/2013 19:00,5.52,2.75,23.65
10/6/2013,20:00:00,10/6/2013 20:00,5.52,2.75,22.97
10/6/2013,21:00:00,10/6/2013 21:00,5.52,2.76,22.33
10/6/2013,22:00:00,10/6/2013 22:00,5.53,2.75,21.76
10/6/2013,23:00:00,10/6/2013 23:00,5.53,2.73,21.19
10/7/2013,0:00:00,10/7/2013 0:00,5.53,2.74,20.75
10/7/2013,1:00:00,10/7/2013 1:00,5.53,2.73,20.32
10/7/2013,2:00:00,10/7/2013 2:00,5.53,2.71,19.74
10/7/2013,3:00:00,10/7/2013 3:00,5.54,2.7,19.33
10/7/2013,4:00:00,10/7/2013 4:00,5.53,2.7,19.01
10/7/2013,5:00:00,10/7/2013 5:00,5.54,2.7,18.72
10/7/2013,6:00:00,10/7/2013 6:00,5.53,2.7,18.42
10/7/2013,7:00:00,10/7/2013 7:00,5.54,2.71,17.93
10/7/2013,8:00:00,10/7/2013 8:00,5.54,2.71,17.88
10/7/2013,9:00:00,10/7/2013 9:00,5.54,2.71,18.54
10/7/2013,10:00:00,10/7/2013 10:00,5.53,2.7,19.4
10/7/2013,11:00:00,10/7/2013 11:00,5.53,2.68,20.31
10/7/2013,12:00:00,10/7/2013 12:00,5.53,2.65,21.28
10/7/2013,13:00:00,10/7/2013 13:00,5.52,2.63,22.27
10/7/2013,14:00:00,10/7/2013 14:00,5.52,2.62,23.21
10/7/2013,15:00:00,10/7/2013 15:00,5.52,2.61,23.99
10/7/2013,16:00:00,10/7/2013 16:00,5.51,2.61,24.47
10/7/2013,17:00:00,10/7/2013 17:00,5.5,2.6,24.59
10/7/2013,18:00:00,10/7/2013 18:00,5.51,2.61,24.31
10/7/2013,19:00:00,10/7/2013 19:00,5.5,2.61,23.64
10/7/2013,20:00:00,10/7/2013 20:00,5.51,2.62,22.99
10/7/2013,21:00:00,10/7/2013 21:00,5.5,2.63,22.41
10/7/2013,22:00:00,10/7/2013 22:00,5.51,2.63,21.74
10/7/2013,23:00:00,10/7/2013 23:00,5.51,2.61,21.09
10/8/2013,0:00:00,10/8/2013 0:00,5.51,2.61,20.56
10/8/2013,1:00:00,10/8/2013 1:00,5.52,2.61,19.97
10/8/2013,2:00:00,10/8/2013 2:00,5.51,2.6,19.66
10/8/2013,3:00:00,10/8/2013 3:00,5.51,2.6,19.31
